0,1,2,3,4,5,6,7,8,9,10,11,key,major/minor,chordStyle
1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9,1,2
1.125,0.0,1.25,1.375,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9,1,11
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9,0,4
1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9,0,5
3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,9,0,5
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,6,1,1
1.0,0.0,0.5,2.25,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,6,1,1
0.25,0.0,0.75,0.0,0.0,1.5,0.0,2.0,0.0,0.25,0.0,0.75,6,1,12
1.0,0.0,0.5,2.0,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.25,6,1,1
0.0,0.0,1.5,0.0,0.0,0.25,0.5,2.5,0.25,0.0,0.0,0.5,6,1,11
1.0,0.0,0.5,2.25,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,6,1,1
0.25,0.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,0.25,2.25,0.0,6,1,5
1.75,0.0,0.5,0.0,0.0,0.0,0.5,0.25,0.0,2.25,0.25,0.0,6,1,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6,1,5
0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,6,1,5
0.25,0.0,0.25,1.0,0.0,0.25,0.0,1.75,0.25,0.0,1.75,0.0,6,1,5
0.25,0.0,0.75,0.25,0.0,0.75,0.0,0.25,1.25,0.0,1.5,0.0,6,1,5
0.25,0.0,0.25,1.0,0.0,0.25,0.0,1.75,0.25,0.0,1.75,0.0,6,1,1
0.0,0.0,1.5,0.0,0.5,0.75,0.0,0.25,1.75,0.0,0.75,0.0,6,1,5
0.25,0.0,0.25,1.0,0.0,0.25,0.0,1.75,0.25,0.0,1.75,0.0,6,1,1
0.25,0.0,0.75,0.25,0.0,0.75,0.0,0.25,1.25,0.0,1.5,0.0,6,1,5
0.5,0.0,0.25,0.75,0.0,0.5,0.0,0.5,0.75,0.0,0.75,0.0,6,1,5
0.0,0.0,0.0,2.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,6,1,1
1.0,0.0,0.5,2.25,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,6,1,1
0.25,0.0,0.75,0.0,0.0,1.5,0.0,2.0,0.0,0.25,0.0,0.75,6,1,5
1.0,0.0,0.5,2.0,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.25,6,1,1
0.5,0.5,0.5,0.0,0.25,0.0,0.75,3.0,0.0,0.0,0.0,0.0,6,1,11
1.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6,1,4
0.0,0.0,2.0,0.5,0.0,2.5,0.0,0.25,0.25,0.0,0.0,0.0,6,1,16
1.0,0.0,0.75,0.75,0.0,0.75,0.0,1.25,0.0,0.0,0.0,0.5,6,1,11
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1
3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9,0,4
1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9,0,5
3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,9,0,5
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,9,0,1
0.5,0.0,0.25,2.5,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,9,1,1
0.5,0.0,0.0,1.5,0.0,0.0,0.25,2.5,0.25,0.0,0.0,0.0,9,1,1
2.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,9,1,1
1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,9,1,1
1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.5,0.0,9,1,5
1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.5,0.0,9,1,5
0.5,0.0,2.0,0.0,0.0,0.0,0.5,1.5,0.0,1.0,0.5,0.0,9,1,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,1,1
0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,9,1,1
1.0,0.0,0.0,0.0,2.25,0.25,0.0,1.25,0.0,0.25,0.0,0.0,0,0,1
0.5,0.0,1.5,0.0,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.5,0,0,5
1.0,0.0,0.0,0.0,2.25,0.25,0.0,1.25,0.0,0.25,0.0,0.0,0,0,1
0.5,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.5,0,0,5
1.0,0.0,0.0,2.25,0.0,0.25,0.0,1.25,0.25,0.0,0.0,0.0,9,1,1
0.5,0.0,1.5,0.5,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.5,9,1,11
1.0,0.0,0.0,2.25,0.0,0.25,0.0,1.25,0.25,0.0,0.0,0.0,9,1,1
0.5,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25,9,1,11
0.5,0.0,0.25,2.5,0.0,0.25,0.0,1.5,0.0,0.0,0.0,0.0,9,1,1
0.5,0.0,0.0,1.5,0.0,0.0,0.25,2.5,0.25,0.0,0.0,0.0,9,1,1
2.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,9,1,1
2.0,0.0,0.5,1.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,9,1,13
1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,9,1,2
1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9,1,2
1.125,0.0,1.25,1.375,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9,1,11
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,1
0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,1
2.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
2.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0,1
0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,9,0,7
0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.5,9,0,5
2.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
2.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0,1
0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.5,0.0,0.5,0.0,0.5,9,0,5
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
2.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,9,0,4
4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,2.0,9,0,5
4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
2.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,9,0,4
4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9,0,5
1.5,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
0.5,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
0.5,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
0.5,0.0,0.5,0.0,1.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
0.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,9,0,4
0.5,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9,0,5
4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
2.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,9,0,4
4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9,0,5
5.0,0.0,0.0,0.0,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,9,0,1
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,1
7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,1
