0.0,I,E Major,0.75
2.0,IV,E Major,0.5714285714285714
3.0,III,E Major,0.75
4.0,I,E Major,0.5306122448979591
6.0,V7,E Major,0.625
8.0,II,E Major,0.5
9.0,VI,E Major,0.75
11.0,V,E Major,0.8333333333333333
12.0,I,E Major,0.45
13.0,III,f# Minor,0.515625
16.0,DimVII,f# Minor,0.5427350427350427
18.0,III,f# Minor,1.0
19.0,DimVII7,f# Minor,0.6071428571428571
20.0,V+7,f# Minor,0.48717948717948717
21.0,II,E Major,0.5
24.0,II,E Major,0.625
25.0,III,E Major,0.6190476190476191
27.0,VI,E Major,2/3
28.0,VI,E Major,5/12
29.0,I,E Major,0.75
31.0,V7,E Major,0.5227272727272727
33.0,IV,E Major,0.5714285714285714
35.0,I,E Major,0.6875
36.0,I,E Major,103/207
37.0,V7,E Major,0.625
41.0,VI,E Major,0.75
43.0,I,E Major,0.3428571428571429
45.0,II,B Major,0.25
48.0,IV,B Major,0.75
49.0,V7,B Major,0.4916666666666667
51.0,DimVII,B Major,0.8333333333333333
52.0,II,B Major,0.59375
54.0,DimVII,B Major,0.5
55.0,VI,B Major,0.6
56.0,VI,B Major,0.4
57.0,IV,B Major,0.4260869565217391
60.0,V,B Major,0.5714285714285714
62.0,V7,B Major,0.625
63.0,I,B Major,0.75
66.0,I,B Major,0.4375
67.0,VI,B Major,0.75
68.0,IV,B Major,0.5625
69.0,V7,F# Major,0.625
71.0,I,F# Major,0.6666666666666666
74.0,III,F# Major,0.5555555555555556
75.0,III,F# Major,0.8333333333333333
76.0,I,F# Major,0.5833333333333333
77.0,III,F# Major,0.5
79.0,bVI,F# Major,0.8333333333333333
80.0,IV,F# Major,0.5
81.0,V7,F# Major,0.625
86.0,V7,E Major,0.46875
87.0,DimVII,E Major,0.5
88.0,V7,E Major,0.53125
89.0,bVI,E Major,17/36
91.0,IV,E Major,0.2919254658385093
94.0,V,E Major,0.75
95.0,II,E Major,0.6190476190476191
96.0,II7,E Major,0.5
97.0,IV,E Major,0.5714285714285714
99.0,I,E Major,0.6504854368932039
100.0,I,E Major,0.5009523809523809
101.0,V7,E Major,0.6000000000000001
104.0,V,E Major,0.75
105.0,bII,E Major,0.5333333333333333
108.0,bVI,E Major,0.5499999999999999
110.0,III,e Minor,0.6000000000000001
112.0,III,e Minor,0.39285714285714285
115.0,II,E Major,0.8333333333333333
116.0,DimVII,E Major,0.5
118.0,III,c# Minor,0.6000000000000001
120.0,III,c# Minor,0.75
121.0,I,f# Minor,0.4761904761904762
122.0,III,f# Minor,353/720
123.0,DimVII,f# Minor,73/114
124.0,IV+,f# Minor,0.2678843226788432
125.0,I,c# Minor,0.6333333333333333
126.0,VII,c# Minor,0.5
127.0,III,c# Minor,0.5
128.0,VI,c# Minor,0.5416666666666666
129.0,I,c# Minor,0.6190476190476191
130.0,V+,c# Minor,0.56875
131.0,IIdim,c# Minor,0.53125
132.0,VI,c# Minor,0.49999999999999994
133.0,IV+,c# Minor,0.3352272727272727
134.0,IV+,c# Minor,0.3375
135.0,IV+,c# Minor,0.3888888888888889
136.0,IV+,c# Minor,0.4375
137.0,IIdim7,c# Minor,0.546875
138.0,IIdim7,c# Minor,0.4791666666666667
139.0,VI,c# Minor,0.5833333333333333
140.0,IIdim7,c# Minor,0.4027777777777778
141.0,VI,c# Minor,0.4909090909090909
142.0,I,c# Minor,0.5
143.0,VI,c# Minor,0.5416666666666666
145.0,I,c# Minor,0.42857142857142855
146.0,I,c# Minor,0.43333333333333335
147.0,VI,c# Minor,0.4583333333333333
148.0,I,c# Minor,0.375
149.0,V+,c# Minor,0.6727272727272727
150.0,GerVI,c# Minor,0.6666666666666666
151.0,V+,c# Minor,0.75
152.0,GerVI,c# Minor,0.6666666666666666
153.0,V+,c# Minor,0.7166666666666667
154.0,DimVII7,c# Minor,0.5909090909090909
156.0,IIdim7,c# Minor,0.6111111111111112
157.0,IIdim7,c# Minor,0.5166666666666667
158.0,DimVII7,c# Minor,0.5384615384615384
159.0,V+7,c# Minor,0.5486111111111112
160.0,DimVII7,c# Minor,0.39610389610389607
161.0,V+7,c# Minor,0.34558823529411764
162.0,VI,c# Minor,0.4666666666666667
163.0,I,c# Minor,0.6050420168067226
164.0,IIdim7,c# Minor,0.45098039215686275
165.0,IIdim,c# Minor,0.3888888888888889
166.0,IIdim,c# Minor,0.375
167.0,IIdim7,c# Minor,0.4086538461538462
168.0,IIdim7,c# Minor,0.4
169.0,III,c# Minor,0.5357142857142857
170.0,V,c# Minor,0.37301587301587297
171.0,V,c# Minor,0.6714285714285714
172.0,I,c# Minor,0.26666666666666666
173.0,I,g# Minor,0.6134453781512605
174.0,V+7,g# Minor,0.5470588235294118
175.0,III,g# Minor,0.5303030303030303
176.0,V+7,g# Minor,0.5686274509803921
177.0,I,g# Minor,0.6134453781512605
178.0,V+7,g# Minor,0.5294117647058824
179.0,I,g# Minor,0.49206349206349204
180.0,I,g# Minor,0.3795518207282913
182.0,bII,g# Minor,0.515625
183.0,bII,g# Minor,0.5178571428571428
184.0,III,g# Minor,0.3888888888888889
185.0,GerVI,e Minor,0.6857142857142857
186.0,DimVII7,e Minor,0.6785714285714285
187.0,GerVI,e Minor,0.6883116883116883
188.0,DimVII7,e Minor,0.6785714285714285
189.0,III,a Minor,0.6346153846153848
191.0,IIdim,a Minor,0.5
192.0,I+,a Minor,0.2011234201903573
193.5,III,a Minor,0.7083333333333334
194.5,I,a Minor,0.4473684210526315
195.5,I,a Minor,0.3142857142857143
196.5,I,a Minor,0.29239766081871343
197.5,I,e Minor,0.5604395604395604
198.5,IV,e Minor,0.4583333333333333
199.5,I,e Minor,0.5904761904761905
200.5,IIdim7,e Minor,0.4166666666666667
201.5,III,b Minor,0.3854166666666667
202.5,III,b Minor,0.3645833333333333
203.5,III,b Minor,0.35384615384615387
204.5,III,b Minor,0.36666666666666664
205.5,VI,b Minor,0.4318181818181818
206.5,V+7,b Minor,0.3839285714285714
207.5,I,b Minor,0.5428571428571429
208.5,V+7,b Minor,0.47692307692307695
209.5,I,b Minor,0.6134453781512605
210.5,V+7,b Minor,0.5470588235294118
211.5,III,b Minor,0.5303030303030303
212.5,V+7,b Minor,0.5694444444444444
213.5,I,b Minor,0.6134453781512605
214.5,V+7,b Minor,0.5294117647058824
215.5,I,b Minor,0.49206349206349204
216.5,I,b Minor,0.4682539682539682
217.5,V+7,a Minor,0.4393939393939394
218.5,I,a Minor,0.46296296296296297
219.5,I,a Minor,0.46296296296296297
220.5,I,a Minor,0.46296296296296297
222.5,I,b Minor,0.42857142857142855
224.5,I,b Minor,0.42857142857142855
225.5,I,F Major,0.708904109589041
229.5,IV,E Major,0.5714285714285714
231.5,III,E Major,0.75
232.5,I,E Major,0.5306122448979591
234.5,IV,f# Minor,0.5714285714285714
237.5,III,D Major,1.0
238.5,VI,D Major,0.5714285714285714
239.5,III,D Major,0.75
240.5,I,D Major,0.5306122448979591
242.5,III,f# Minor,0.75
245.5,DimVII7,c# Minor,0.6125
247.5,V+,c# Minor,0.8333333333333333
250.5,IIdim,f# Minor,0.6666666666666666
251.5,I,f# Minor,0.7
253.5,V7,A Major,0.6375000000000001
255.5,I,A Major,0.75
257.5,V+,c# Minor,0.6333333333333333
258.5,IV+,c# Minor,0.5266955266955267
260.5,I,c# Minor,0.5357142857142857
261.5,IIdim,c# Minor,1.0
262.5,I,c# Minor,0.5625
263.5,DimVII,c# Minor,0.5
266.5,V,A Major,2/3
269.5,I+,c# Minor,0.3333333333333333
270.5,I,c# Minor,72/161
274.5,IV+,c# Minor,7/18
275.5,VII,c# Minor,259/342
276.5,IIdim,c# Minor,0.45703611457036114
